ADD/CHG/DEL/WDR;Unique UN Assigned ID; ABIE/ BBIE/ ASBIE/ACC/BCC/ASCC/DT/CC/SC;Dictionary Entry Name (auto generated);Definition Mandatory;Working comments and instructions;Publication comments;Object Class Term Qualifier(s);Object Class Term;Property Term Qualifier(s);Property Term;Datatype Qualifier(s);Representation Term;Qualified Data Type UID;Associated Object Class Term Qualifier(s);Associated Object Class;Business Term(s);Usage Rule(s);Sequence Number;Occurrence Min;Occurrence Max;Context Categories Mandatory for BIE's;;;;;;;;;;;;;;;;;;;;;;;;Facets To restrict the set of values of Content Component or Supplementary Components;;;;;;;;;;;;;
;UN00000037;ASCC;Address. Usage. Preference;The preference for the usage of this address.;;;;Address;;Usage;;;;;Preference;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002225;ASCC;Address. Specified. Location;The location specified for this address.;;;;Address;;Specified;;;;;Location;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002226;ASCC;Address. Specified. Time Status;The time status for this address, such as current, previous, future, specified for this address.;;;;Address;;Specified;;;;;Time Status;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002227;ASCC;Address. Applicable. Period;A period applicable for this address.;;;;Address;;Applicable;;;;;Period;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001330;ACC;Adjustment. Details;A correction or modification to reflect actual conditions.;;;;Adjustment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001331;BCC;Adjustment. Reason. Code;A code specifying a reason for the adjustment.;;;;Adjustment;;Reason;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001332;BCC;Adjustment. Reason. Text;A reason, expressed as text, for the adjustment.;;;;Adjustment;;Reason;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001333;BCC;Adjustment. Actual. Amount;An actual monetary amount added or subtracted as a result of this adjustment.;;;;Adjustment;;Actual;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001334;ASCC;Adjustment. Reference. Document;A referenced document for this adjustment.;;;;Adjustment;;Reference;;;;;Document;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002837;ACC;Agricultural Device. Details;An object used to perform an agricultural activity.;;;;Agricultural Device;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002838;BCC;Agricultural Device. Identification. Identifier;A unique identifier for this agricultural device.;;;;Agricultural Device;;Identification;;Identifier;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002839;BCC;Agricultural Device. Type. Code;A code specifying a type of agricultural device.;;;;Agricultural Device;;Type;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002840;ASCC;Agricultural Device. Owner. Party;A party that owns this agricultural device.;;;;Agricultural Device;;Owner;;;;;Party;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002875;ACC;Agricultural Process. Details;A practice of cultivating land, raising crops, and feeding, breeding and raising livestock.;;;;Agricultural Process;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002876;BCC;Agricultural Process. Identification. Identifier;A unique identifier for this agricultural process.;;;;Agricultural Process;;Identification;;Identifier;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002877;BCC;Agricultural Process. Type. Code;A code specifying a type of agricultural process.;;;;Agricultural Process;;Type;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002878;BCC;Agricultural Process. Description. Text;A textual description of this agricultural process.;;;;Agricultural Process;;Description;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002879;ASCC;Agricultural Process. Occurrence. Period;A period within which this agricultural process occurs.;;;;Agricultural Process;;Occurrence;;;;;Period;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002880;ASCC;Agricultural Process. Performed. Work Item;A work item performed within this agricultural process.;;;;Agricultural Process;;Performed;;;;;Work Item;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002881;ASCC;Agricultural Process. Specified. Reason;A reason specified for this agricultural process.;;;;Agricultural Process;;Specified;;;;;Reason;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002882;ASCC;Agricultural Process. Operator. Party;A party which is an operator for this agricultural process.;;;;Agricultural Process;;Operator;;;;;Party;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002883;ASCC;Agricultural Process. Used. Agricultural Device;An agricultural device used in this agricultural process.;;;;Agricultural Process;;Used;;;;;Agricultural Device;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002884;ASCC;Agricultural Process. Occurrence. Area;An area within which this agricultural process occurs.;;;;Agricultural Process;;Occurrence;;;;;Area;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002885;ASCC;Agricultural Process. Used. Crop Input;Crop input used in this agricultural process.;;;;Agricultural Process;;Used;;;;;Crop Input;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002886;ASCC;Agricultural Process. Harvested. Produce;A harvested produce in this agricultural process.;;;;Agricultural Process;;Harvested;;;;;Produce;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002887;ASCC;Agricultural Process. Applicable. Characteristic;A characteristic applicable to this agricultural process.;;;;Agricultural Process;;Applicable;;;;;Characteristic;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002888;ASCC;Agricultural Process. Specified. Target Object;A target object specified for this agricultural process.;;;;Agricultural Process;;Specified;;;;;Target Object;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002889;ASCC;Agricultural Process. Specified. Crop Stage;A crop stage specified for this agricultural process.;;;;Agricultural Process;;Specified;;;;;Crop Stage;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002890;ASCC;Agricultural Process. Specified. Condition;A condition specified for this agricultural process.;;;;Agricultural Process;;Specified;;;;;Condition;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000521;ACC;Allowance Charge. Details;A component of pricing, such as a service, promotion, allowance or charge.;;;;Allowance Charge;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHG;UN00000522;BCC;Allowance Charge. Identification. Identifier;A unique identifier for this allowance charge.;;;;Allowance Charge;;Identification;;Identifier;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000523;BCC;Allowance Charge. Description. Text;A textual description of this allowance charge.;;;;Allowance Charge;;Description;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000524;BCC;Allowance Charge. Calculation. Percent;A percentage applied to calculate the allowance charge.;;;;Allowance Charge;;Calculation;;Percent;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHG;UN00000525;BCC;Allowance Charge. Reason. Code;A code specifying the reason for this allowance charge.;;;;Allowance Charge;;Reason;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000526;BCC;Allowance Charge. Basis. Amount;The monetary value that is the basis on which the allowance or charge is calculated.;;;;Allowance Charge;;Basis;;Amount;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000527;BCC;Allowance Charge. Basis. Quantity;The quantity on which the allowance or charge is based.;;;;Allowance Charge;;Basis;;Quantity;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000528;BCC;Allowance Charge. Calculation. Numeric;The factor expressed as a number applied to calculate the allowance charge such as 1.1.;;;;Allowance Charge;;Calculation;;Numeric;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000529;BCC;Allowance Charge. Applied. Date Time;A date, time, date time, or other date time value when the allowance charge is applied.;;;;Allowance Charge;;Applied;;Date Time;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000532;BCC;Allowance Charge. Actual. Amount;The actual monetary value of the allowance charge.;;;;Allowance Charge;;Actual;;Amount;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000533;BCC;Allowance Charge. Charge. Indicator;The indication of whether or not the allowance charge is a charge.;;;;Allowance Charge;;Charge;;Indicator;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000535;BCC;Allowance Charge. Sequence. Numeric;The sequence number for applying the allowance or charge.;;;;Allowance Charge;;Sequence;;Numeric;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000754;BCC;Allowance Charge. Prepaid. Indicator;The indication of whether or not the allowance charge is prepaid.;;;;Allowance Charge;;Prepaid;;Indicator;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000536;ASCC;Allowance Charge. Actual. Currency Exchange;The actual currency exchange for this allowance charge.;;;;Allowance Charge;;Actual;;;;;Currency Exchange;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000538;ASCC;Allowance Charge. Category. Tax;A tax category of this allowance or charge.;;;;Allowance Charge;;Category;;;;;Tax;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000540;ASCC;Allowance Charge. Identified. Payment Means;A payment means identified for this allowance charge.;;;;Allowance Charge;;Identified;;;;;Payment Means;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000541;ASCC;Allowance Charge. Validity. Period;A period for which this allowance charge is valid.;;;;Allowance Charge;;Validity;;;;;Period;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002228;ACC;Amount To Date. Details;A set of amounts that have been paid or apply from a previous point in time to the current date.;;;;Amount To Date;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002229;BCC;Amount To Date. From Anniversary. Amount;The monetary value of the amount to date from the last anniversary, such as last renewal.;;;;Amount To Date;;From Anniversary;;Amount;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002230;BCC;Amount To Date. From Issue. Amount;The monetary value of the amount to date from issue, such as issue of the policy, issue of the coverage.;;;;Amount To Date;;From Issue;;Amount;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002231;BCC;Amount To Date. From Month Start. Amount;The monetary value of the amount to date from the beginning of the month, such as current policy month.;;;;Amount To Date;;From Month Start;;Amount;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002232;BCC;Amount To Date. From Year Start. Amount;The monetary value of the amount to date from the start of the current year, such as current policy year.;;;;Amount To Date;;From Year Start;;Amount;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002768;ACC;Analysis. Details;A detailed examination of elements and structure.;;;;Analysis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002769;BCC;Analysis. Sampling. Date Time;A date, time, date time, or other date time value of a sampling for this analysis.;;;;Analysis;;Sampling;;Date Time;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002770;ASCC;Analysis. Result. Document;A result document for this analysis.;;;;Analysis;;Result;;;;;Document;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002771;ASCC;Analysis. Execution. Party;A party executing this analysis.;;;;Analysis;;Execution;;;;;Party;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002772;ACC;Area. Details;A part of a surface.;;;;Area;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002773;BCC;Area. Type. Code;A code specifying a type of area.;;;;Area;;Type;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002774;BCC;Area. Actual. Measure;An actual measure of this area.;;;;Area;;Actual;;Measure;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002775;ASCC;Area. Boundary. Geographical Coordinate;A geographical coordinate of the boundary for this area.;;;;Area;;Boundary;;;;;Geographical Coordinate;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000917;ACC;Assignment. Details;Allocation of a task, mission or responsibility between two or more entities.;;;;Assignment;;;;;;;;Delegation. Details;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000919;BCC;Assignment. Description. Text;A textual description of this assignment.;;;;Assignment;;Description;;Text;;;;Description. Text;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000918;BCC;Assignment. Identification. Identifier;A unique identifier for this assignment.;;;;Assignment;;Identification;;Identifier;;;;Identification. Identifier;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000922;ASCC;Assignment. Delegated. Organization;An organization to which this assignment is delegated.;;;;Assignment;;Delegated;;;;;Organization;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000923;ASCC;Assignment. Delegating. Organization;An organization which delegates this assignment.;;;;Assignment;;Delegating;;;;;Organization;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000920;ASCC;Assignment. Effective. Period;A period for which this assignment is effective.;;;;Assignment;;Effective;;;;;Period;Period;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000921;ASCC;Assignment. Limited. Project;A project to which this assignment is limited.;;;;Assignment;;Limited;;;;;Project;Project;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002759;ACC;Authentication. Details;A proof that something is genuine.;;;;Authentication;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002760;BCC;Authentication. Type. Code;The code specifying the type of authentication.;;;;Authentication;;Type;;Code;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002761;BCC;Authentication. Actual. Date Time;The actual date, time, date time, or other date time value of this authentication.;;;;Authentication;;Actual;;Date Time;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001703;BCC;Authentication. Identification. Identifier;A unique identifier for this authentication.;;;;Authentication;;Identification;;Identifier;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001704;BCC;Authentication. Statement. Text;A statement, expressed as text, for this authentication.;;;;Authentication;;Statement;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001705;BCC;Authentication. Statement. Code;A code specifying a statement for this authentication.;;;;Authentication;;Statement;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001706;BCC;Authentication. Information. Text;Information, expressed as text, for this authentication.;;;;Authentication;;Information;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002762;ASCC;Authentication. Provider. Party;The party providing this authentication.;;;;Authentication;;Provider;;;;;Party;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002763;ASCC;Authentication. Issue. Location;The location of the issue of this authentication.;;;;Authentication;;Issue;;;;;Location;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002764;ASCC;Authentication. Location Provider. Party;The party providing the location for this authentication.;;;;Authentication;;Location Provider;;;;;Party;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002765;ASCC;Authentication. Included. Clause;A clause included in this authentication.;;;;Authentication;;Included;;;;;Clause;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002818;ACC;Batch. Details;A group of objects or persons considered or dealt with together.;;;;Batch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002819;BCC;Batch. Identification. Identifier;A unique identifier for this batch.;;;;Batch;;Identification;;Identifier;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002820;BCC;Batch. Weight. Measure;A measure of the weight (mass) of this batch.;;;;Batch;;Weight;;Measure;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002821;ASCC;Batch. Applicable. Characteristic;A characteristic applicable to this batch.;;;;Batch;;Applicable;;;;;Characteristic;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000850;ACC;Bill Of Quantities. Details;A detailed statement of work, prices, and dimensions.;;;;Bill Of Quantities;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000857;BCC;Bill Of Quantities. Comment. Text;A comment, expressed as text, about this Bill of Quantities.;;;;Bill Of Quantities;;Comment;;Text;;;;Comments;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000858;BCC;Bill Of Quantities. Creation. Date Time;The date, time, date time, or other date time value of the creation of this Bill of Quantities.;;;;Bill Of Quantities;;Creation;;Date Time;;;;Created Date;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000853;BCC;Bill Of Quantities. Currency. Code;A code specifying a currency for this Bill of Quantities.;;;;Bill Of Quantities;;Currency;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000856;BCC;Bill Of Quantities. Description. Text;A textual description of this Bill of Quantities.;;;;Bill Of Quantities;;Description;;Text;;;;Description;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000851;BCC;Bill Of Quantities. Identification. Identifier;A unique identifier for this Bill of Quantities.;;;;Bill Of Quantities;;Identification;;Identifier;;;;Bill of Quantities ID;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000854;BCC;Bill Of Quantities. Language. Code;A code specifying a language for this Bill of Quantities.;;;;Bill Of Quantities;;Language;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000855;BCC;Bill Of Quantities. Name. Text;A name, expressed as text, for this Bill of Quantities.;;;;Bill Of Quantities;;Name;;Text;;;;Bill of Quantities Name;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000859;BCC;Bill Of Quantities. Reference File. Binary Object;A reference file binary object related to this Bill Of Quantities.;;;;Bill Of Quantities;;Reference File;;Binary Object;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000852;BCC;Bill Of Quantities. Status. Code;A code specifying a status of this Bill of Quantities.;;;;Bill Of Quantities;;Status;;Code;;;;Exchange Phase;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
